.streams.0.codec_name,.streams.0.codec_type,.streams.0.width,.streams.0.height,.streams.0.pix_fmt,.streams.0.avg_frame_rate,.streams.0.duration,.streams.0.nb_frames,.format.filename,.format.format_name,.format.size,.format.bit_rate,.frame.B,.frame.I,.frame.P
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,017_mpeg_720p.jpg,image2,127141,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,017_mpeg_8K.jpg,image2,1596669,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,017_png_1K.png,png_pipe,16068981,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,017_png_2K.png,png_pipe,28597401,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,017_png_480p.png,png_pipe,3183745,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,017_png_4K.png,png_pipe,63983993,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,017_png_720p.png,png_pipe,7162140,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,017_png_8K.png,png_pipe,251831753,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,017_webp_1K.webp,webp_pipe,185732,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,017_webp_2K.webp,webp_pipe,279232,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,017_webp_480p.webp,webp_pipe,50554,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,017_webp_4K.webp,webp_pipe,472112,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,017_webp_720p.webp,webp_pipe,98846,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,017_webp_8K.webp,webp_pipe,1192268,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,018_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5455657,4360165,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,018_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10391543,8304929,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,018_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2392170,1911824,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,018_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",20685588,16531938,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,018_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3578178,2859682,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,018_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",78013635,62348559,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,018_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",11533062,9217232,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,018_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",21834855,17450433,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,018_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4488009,3586820,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,018_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",48772666,38979153,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,018_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7297876,5832468,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,018_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",193617877,154739562,221,2,77
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,018_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12291358,9823263,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,018_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",24023786,19199828,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,018_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3971394,3173941,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,018_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",54571339,43613457,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,018_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6981466,5579593,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,018_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",192395741,153762829,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,018_mpeg_1K.jpg,image2,285616,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,018_mpeg_2K.jpg,image2,426453,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,018_mpeg_480p.jpg,image2,90735,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,018_mpeg_4K.jpg,image2,749278,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,018_mpeg_720p.jpg,image2,157369,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,018_mpeg_8K.jpg,image2,2579431,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,018_png_1K.png,png_pipe,16414400,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,018_png_2K.png,png_pipe,29228389,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,018_png_480p.png,png_pipe,3244734,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,018_png_4K.png,png_pipe,65647114,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,018_png_720p.png,png_pipe,7305328,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,018_png_8K.png,png_pipe,260794015,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,018_webp_1K.webp,webp_pipe,323502,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,018_webp_2K.webp,webp_pipe,616694,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,018_webp_480p.webp,webp_pipe,79440,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,018_webp_4K.webp,webp_pipe,1785474,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,018_webp_720p.webp,webp_pipe,154712,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,018_webp_8K.webp,webp_pipe,10505138,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,019_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5567776,4449771,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,019_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10313457,8242523,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,019_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2269062,1813436,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,019_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",21143411,16897830,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,019_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3589595,2868807,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,019_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",81130042,64839194,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,019_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12752388,10191718,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,019_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26005652,20783737,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,019_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5545139,4431679,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,019_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59043255,47187416,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,019_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8395366,6709583,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,019_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",209554342,167475997,222,2,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,019_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12811986,10239349,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,019_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25800716,20619952,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,019_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5500490,4395996,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,019_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58684425,46900639,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,019_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8300351,6633647,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,019_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",198213174,158412127,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,019_mpeg_1K.jpg,image2,196615,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,019_mpeg_2K.jpg,image2,290206,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,019_mpeg_480p.jpg,image2,64439,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,019_mpeg_4K.jpg,image2,531145,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,019_mpeg_720p.jpg,image2,105982,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,019_mpeg_8K.jpg,image2,1561388,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,019_png_1K.png,png_pipe,16443597,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,019_png_2K.png,png_pipe,29269479,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,019_png_480p.png,png_pipe,3252863,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,019_png_4K.png,png_pipe,65670863,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,019_png_720p.png,png_pipe,7321609,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,019_png_8K.png,png_pipe,261393576,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,019_webp_1K.webp,webp_pipe,166712,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,019_webp_2K.webp,webp_pipe,254700,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,019_webp_480p.webp,webp_pipe,51574,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,019_webp_4K.webp,webp_pipe,482626,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,019_webp_720p.webp,webp_pipe,91564,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,019_webp_8K.webp,webp_pipe,1908908,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,020_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5307888,4242068,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,020_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9133102,7299182,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,020_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2477478,1980002,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,020_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",19644410,15699828,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,020_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3246169,2594340,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,020_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",82101723,65615762,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,020_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12081590,9655616,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,020_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",22515527,17994427,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,020_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3704030,2960263,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,020_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",50183578,40106755,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,020_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7135524,5702716,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,020_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",192733949,154033126,222,2,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,020_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12698267,10148465,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,020_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26278935,21002145,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,020_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4104582,3280385,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,020_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59658570,47679176,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,020_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",7351292,5875158,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,020_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",197928049,158184254,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,020_mpeg_1K.jpg,image2,217919,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,020_mpeg_2K.jpg,image2,330092,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,020_mpeg_480p.jpg,image2,79822,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,020_mpeg_4K.jpg,image2,544675,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,020_mpeg_720p.jpg,image2,129948,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,020_mpeg_8K.jpg,image2,1540073,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,020_png_1K.png,png_pipe,16464376,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,020_png_2K.png,png_pipe,29308009,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,020_png_480p.png,png_pipe,3260700,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,020_png_4K.png,png_pipe,65588936,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,020_png_720p.png,png_pipe,7337637,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,020_png_8K.png,png_pipe,258983557,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,020_webp_1K.webp,webp_pipe,186852,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,020_webp_2K.webp,webp_pipe,265754,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,020_webp_480p.webp,webp_pipe,65914,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,020_webp_4K.webp,webp_pipe,434936,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,020_webp_720p.webp,webp_pipe,111908,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,020_webp_8K.webp,webp_pipe,1155846,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,021_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5098094,4074400,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,021_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9123620,7291604,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,021_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2305399,1842476,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,021_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",18438388,14735974,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,021_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3481609,2782504,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,021_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",67223014,53724686,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,021_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13053029,10431991,220,2,78
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,021_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25586959,20449118,218,2,80
h264,video,910,480,yuv420p,30000/1001,10.01,300,021_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6141241,4908084,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,021_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",57870238,46249940,213,2,85
h264,video,1365,720,yuv420p,30000/1001,10.01,300,021_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8427669,6735399,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,021_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",188074968,150309664,218,4,78
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,021_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12787405,10219704,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,021_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26032991,20805587,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,021_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6302912,5037292,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,021_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58693443,46907846,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,021_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8299612,6633056,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,021_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",197455791,157806825,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,021_mpeg_1K.jpg,image2,187963,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,021_mpeg_2K.jpg,image2,277094,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,021_mpeg_480p.jpg,image2,67225,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,021_mpeg_4K.jpg,image2,501790,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,021_mpeg_720p.jpg,image2,111284,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,021_mpeg_8K.jpg,image2,1445045,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,021_png_1K.png,png_pipe,16097606,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,021_png_2K.png,png_pipe,28649263,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,021_png_480p.png,png_pipe,3189360,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,021_png_4K.png,png_pipe,64242896,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,021_png_720p.png,png_pipe,7173322,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,021_png_8K.png,png_pipe,255330621,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,021_webp_1K.webp,webp_pipe,150802,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,021_webp_2K.webp,webp_pipe,232426,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,021_webp_480p.webp,webp_pipe,44758,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,021_webp_4K.webp,webp_pipe,427086,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,021_webp_720p.webp,webp_pipe,82170,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,021_webp_8K.webp,webp_pipe,1292686,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,022_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5167411,4129799,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,022_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9783957,7819346,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,022_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2302957,1840525,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,022_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",20064119,16035259,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,022_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3450199,2757401,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,022_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",74143511,59255553,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,022_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13136033,10498328,220,2,78
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,022_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25718888,20554555,220,2,78
h264,video,910,480,yuv420p,30000/1001,10.01,300,022_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6045479,4831551,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,022_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58104562,46437212,193,2,105
h264,video,1365,720,yuv420p,30000/1001,10.01,300,022_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8526699,6814544,221,2,77
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,022_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",183781791,146878554,45,3,252
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,022_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13167890,10523788,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,022_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26367245,21072723,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,022_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5544352,4431050,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,022_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",56800834,45395271,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,022_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8260905,6602121,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,022_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",170597750,136341858,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,022_mpeg_1K.jpg,image2,375245,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,022_mpeg_2K.jpg,image2,527130,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,022_mpeg_480p.jpg,image2,120207,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,022_mpeg_4K.jpg,image2,924529,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,022_mpeg_720p.jpg,image2,200832,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,022_mpeg_8K.jpg,image2,2505850,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,022_png_1K.png,png_pipe,16486336,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,022_png_2K.png,png_pipe,29335428,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,022_png_480p.png,png_pipe,3258195,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,022_png_4K.png,png_pipe,65837925,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,022_png_720p.png,png_pipe,7338109,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,022_png_8K.png,png_pipe,262210727,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,022_webp_1K.webp,webp_pipe,475562,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,022_webp_2K.webp,webp_pipe,747882,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,022_webp_480p.webp,webp_pipe,120138,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,022_webp_4K.webp,webp_pipe,1291400,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,022_webp_720p.webp,webp_pipe,244274,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,022_webp_8K.webp,webp_pipe,3541606,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,023_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5104244,4079315,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,023_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10439988,8343646,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,023_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2152598,1720358,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,023_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",21588062,17253196,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,023_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3153004,2519883,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,023_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",74613168,59630903,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,023_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12118834,9685381,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,023_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",22794962,18217751,222,2,76
